date,VXAZN,VIX9D,VIX,VXAPL
1997-10-17,37.29,16.06,21.69,31.57
1997-10-20,37.29,16.06,20.72,31.57
1997-10-21,37.29,16.06,19.53,31.57
1997-10-22,37.29,16.06,19.86,31.57
1997-10-23,37.29,16.06,22.99,31.57
1997-10-24,37.29,16.06,23.17,31.57
1997-10-27,37.29,16.06,31.12,31.57
1997-10-28,37.29,16.06,31.22,31.57
1997-10-29,37.29,16.06,33.75,31.57
1997-10-30,37.29,16.06,38.2,31.57
1997-10-31,37.29,16.06,35.09,31.57
1997-11-03,37.29,16.06,32.09,31.57
1997-11-04,37.29,16.06,32.24,31.57
1997-11-05,37.29,16.06,32.18,31.57
1997-11-06,37.29,16.06,32.57,31.57
1997-11-07,37.29,16.06,36.27,31.57
1997-11-10,37.29,16.06,36.63,31.57
1997-11-11,37.29,16.06,36.38,31.57
1997-11-12,37.29,16.06,37.84,31.57
1997-11-13,37.29,16.06,36.64,31.57
1997-11-14,37.29,16.06,33.66,31.57
1997-11-17,37.29,16.06,31.58,31.57
1997-11-18,37.29,16.06,31.55,31.57
1997-11-19,37.29,16.06,29.93,31.57
1997-11-20,37.29,16.06,27.32,31.57
1997-11-21,37.29,16.06,26.65,31.57
1997-11-24,37.29,16.06,29.8,31.57
1997-11-25,37.29,16.06,28.95,31.57
1997-11-28,37.29,16.06,27.43,31.57
1997-12-01,37.29,16.06,26.01,31.57
1997-12-02,37.29,16.06,25.66,31.57
1997-12-03,37.29,16.06,23.92,31.57
1997-12-04,37.29,16.06,23.84,31.57
1997-12-05,37.29,16.06,22.65,31.57
1997-12-08,37.29,16.06,23.22,31.57
1997-12-09,37.29,16.06,23.36,31.57
1997-12-10,37.29,16.06,24.55,31.57
1997-12-11,37.29,16.06,27.63,31.57
1997-12-12,37.29,16.06,27.92,31.57
1997-12-15,37.29,16.06,27.37,31.57
1997-12-16,37.29,16.06,26.11,31.57
1997-12-17,37.29,16.06,26.33,31.57
1997-12-18,37.29,16.06,27.19,31.57
1997-12-19,37.29,16.06,29.18,31.57
1997-12-22,37.29,16.06,28.56,31.57
1997-12-23,37.29,16.06,29.86,31.57
1997-12-24,37.29,16.06,30.27,31.57
1997-12-26,37.29,16.06,29.27,31.57
1997-12-29,37.29,16.06,26.79,31.57
1997-12-30,37.29,16.06,24.38,31.57
1997-12-31,37.29,16.06,24.01,31.57
1998-01-02,37.29,16.06,23.42,31.57
1998-01-05,37.29,16.06,24.36,31.57
1998-01-06,37.29,16.06,25.66,31.57
1998-01-07,37.29,16.06,25.07,31.57
1998-01-08,37.29,16.06,26.01,31.57
1998-01-09,37.29,16.06,28.69,31.57
1998-01-12,37.29,16.06,28.02,31.57
1998-01-13,37.29,16.06,25.17,31.57
1998-01-14,37.29,16.06,23.75,31.57
1998-01-15,37.29,16.06,23.45,31.57
1998-01-16,37.29,16.06,21.65,31.57
1998-01-20,37.29,16.06,21.65,31.57
1998-01-21,37.29,16.06,22.53,31.57
1998-01-22,37.29,16.06,23.16,31.57
1998-01-23,37.29,16.06,23.32,31.57
1998-01-26,37.29,16.06,23.97,31.57
1998-01-27,37.29,16.06,22.27,31.57
1998-01-28,37.29,16.06,22.06,31.57
1998-01-29,37.29,16.06,21.65,31.57
1998-01-30,37.29,16.06,21.47,31.57
1998-02-02,37.29,16.06,21.36,31.57
1998-02-03,37.29,16.06,20.67,31.57
1998-02-04,37.29,16.06,20.55,31.57
1998-02-05,37.29,16.06,21.29,31.57
1998-02-06,37.29,16.06,20.51,31.57
1998-02-09,37.29,16.06,21.55,31.57
1998-02-10,37.29,16.06,20.66,31.57
1998-02-11,37.29,16.06,20.38,31.57
1998-02-12,37.29,16.06,19.73,31.57
1998-02-13,37.29,16.06,19.84,31.57
1998-02-17,37.29,16.06,20.76,31.57
1998-02-18,37.29,16.06,19.66,31.57
1998-02-19,37.29,16.06,19.88,31.57
1998-02-20,37.29,16.06,19.0,31.57
1998-02-23,37.29,16.06,18.99,31.57
1998-02-24,37.29,16.06,19.35,31.57
1998-02-25,37.29,16.06,18.62,31.57
1998-02-26,37.29,16.06,18.63,31.57
1998-02-27,37.29,16.06,18.55,31.57
1998-03-02,37.29,16.06,19.19,31.57
1998-03-03,37.29,16.06,19.04,31.57
1998-03-04,37.29,16.06,19.58,31.57
1998-03-05,37.29,16.06,20.93,31.57
1998-03-06,37.29,16.06,19.14,31.57
1998-03-09,37.29,16.06,20.23,31.57
1998-03-10,37.29,16.06,19.43,31.57
1998-03-11,37.29,16.06,18.89,31.57
1998-03-12,37.29,16.06,18.25,31.57
1998-03-13,37.29,16.06,18.71,31.57
1998-03-16,37.29,16.06,18.51,31.57
1998-03-17,37.29,16.06,18.66,31.57
1998-03-18,37.29,16.06,18.29,31.57
1998-03-19,37.29,16.06,17.76,31.57
1998-03-20,37.29,16.06,18.69,31.57
1998-03-23,37.29,16.06,19.98,31.57
1998-03-24,37.29,16.06,20.51,31.57
1998-03-25,37.29,16.06,22.54,31.57
1998-03-26,37.29,16.06,22.81,31.57
1998-03-27,37.29,16.06,23.47,31.57
1998-03-30,37.29,16.06,24.66,31.57
1998-03-31,37.29,16.06,24.22,31.57
1998-04-01,37.29,16.06,23.37,31.57
1998-04-02,37.29,16.06,21.98,31.57
1998-04-03,37.29,16.06,21.82,31.57
1998-04-06,37.29,16.06,22.47,31.57
1998-04-07,37.29,16.06,23.66,31.57
1998-04-08,37.29,16.06,23.17,31.57
1998-04-09,37.29,16.06,21.51,31.57
1998-04-13,37.29,16.06,22.77,31.57
1998-04-14,37.29,16.06,21.61,31.57
1998-04-15,37.29,16.06,20.89,31.57
1998-04-16,37.29,16.06,22.06,31.57
1998-04-17,37.29,16.06,20.76,31.57
1998-04-20,37.29,16.06,20.39,31.57
1998-04-21,37.29,16.06,19.91,31.57
1998-04-22,37.29,16.06,19.44,31.57
1998-04-23,37.29,16.06,20.6,31.57
1998-04-24,37.29,16.06,21.97,31.57
1998-04-27,37.29,16.06,26.09,31.57
1998-04-28,37.29,16.06,24.17,31.57
1998-04-29,37.29,16.06,22.78,31.57
1998-04-30,37.29,16.06,21.18,31.57
1998-05-01,37.29,16.06,19.34,31.57
1998-05-04,37.29,16.06,20.32,31.57
1998-05-05,37.29,16.06,21.46,31.57
1998-05-06,37.29,16.06,22.79,31.57
1998-05-07,37.29,16.06,23.39,31.57
1998-05-08,37.29,16.06,20.57,31.57
1998-05-11,37.29,16.06,21.05,31.57
1998-05-12,37.29,16.06,20.98,31.57
1998-05-13,37.29,16.06,20.44,31.57
1998-05-14,37.29,16.06,19.64,31.57
1998-05-15,37.29,16.06,20.44,31.57
1998-05-18,37.29,16.06,21.69,31.57
1998-05-19,37.29,16.06,20.39,31.57
1998-05-20,37.29,16.06,19.89,31.57
1998-05-21,37.29,16.06,19.38,31.57
1998-05-22,37.29,16.06,18.99,31.57
1998-05-26,37.29,16.06,22.07,31.57
1998-05-27,37.29,16.06,22.59,31.57
1998-05-28,37.29,16.06,20.74,31.57
1998-05-29,37.29,16.06,21.32,31.57
1998-06-01,37.29,16.06,22.83,31.57
1998-06-02,37.29,16.06,22.0,31.57
1998-06-03,37.29,16.06,22.85,31.57
1998-06-04,37.29,16.06,21.22,31.57
1998-06-05,37.29,16.06,19.78,31.57
1998-06-08,37.29,16.06,20.58,31.57
1998-06-09,37.29,16.06,20.52,31.57
1998-06-10,37.29,16.06,21.48,31.57
1998-06-11,37.29,16.06,23.57,31.57
1998-06-12,37.29,16.06,22.78,31.57
1998-06-15,37.29,16.06,25.94,31.57
1998-06-16,37.29,16.06,24.8,31.57
1998-06-17,37.29,16.06,22.89,31.57
1998-06-18,37.29,16.06,22.4,31.57
1998-06-19,37.29,16.06,21.92,31.57
1998-06-22,37.29,16.06,21.94,31.57
1998-06-23,37.29,16.06,20.17,31.57
1998-06-24,37.29,16.06,20.02,31.57
1998-06-25,37.29,16.06,20.25,31.57
1998-06-26,37.29,16.06,19.36,31.57
1998-06-29,37.29,16.06,19.57,31.57
1998-06-30,37.29,16.06,19.71,31.57
1998-07-01,37.29,16.06,18.0,31.57
1998-07-02,37.29,16.06,17.67,31.57
1998-07-06,37.29,16.06,18.63,31.57
1998-07-07,37.29,16.06,18.62,31.57
1998-07-08,37.29,16.06,17.82,31.57
1998-07-09,37.29,16.06,18.16,31.57
1998-07-10,37.29,16.06,17.92,31.57
1998-07-13,37.29,16.06,18.26,31.57
1998-07-14,37.29,16.06,17.88,31.57
1998-07-15,37.29,16.06,17.89,31.57
1998-07-16,37.29,16.06,16.97,31.57
1998-07-17,37.29,16.06,16.23,31.57
1998-07-20,37.29,16.06,17.34,31.57
1998-07-21,37.29,16.06,20.1,31.57
1998-07-22,37.29,16.06,20.32,31.57
1998-07-23,37.29,16.06,23.01,31.57
1998-07-24,37.29,16.06,23.01,31.57
1998-07-27,37.29,16.06,23.13,31.57
1998-07-28,37.29,16.06,25.25,31.57
1998-07-29,37.29,16.06,24.79,31.57
1998-07-30,37.29,16.06,22.66,31.57
1998-07-31,37.29,16.06,24.8,31.57
1998-08-03,37.29,16.06,25.98,31.57
1998-08-04,37.29,16.06,31.06,31.57
1998-08-05,37.29,16.06,29.83,31.57
1998-08-06,37.29,16.06,28.2,31.57
1998-08-07,37.29,16.06,27.02,31.57
1998-08-10,37.29,16.06,28.75,31.57
1998-08-11,37.29,16.06,31.91,31.57
1998-08-12,37.29,16.06,28.55,31.57
1998-08-13,37.29,16.06,29.92,31.57
1998-08-14,37.29,16.06,34.34,31.57
1998-08-17,37.29,16.06,31.86,31.57
1998-08-18,37.29,16.06,28.4,31.57
1998-08-19,37.29,16.06,28.69,31.57
1998-08-20,37.29,16.06,30.0,31.57
1998-08-21,37.29,16.06,33.14,31.57
1998-08-24,37.29,16.06,31.8,31.57
1998-08-25,37.29,16.06,30.33,31.57
1998-08-26,37.29,16.06,31.14,31.57
1998-08-27,37.29,16.06,38.55,31.57
1998-08-28,37.29,16.06,39.6,31.57
1998-08-31,37.29,16.06,44.28,31.57
1998-09-01,37.29,16.06,36.48,31.57
1998-09-02,37.29,16.06,36.76,31.57
1998-09-03,37.29,16.06,41.43,31.57
1998-09-04,37.29,16.06,43.31,31.57
1998-09-08,37.29,16.06,37.9,31.57
1998-09-09,37.29,16.06,39.66,31.57
1998-09-10,37.29,16.06,45.29,31.57
1998-09-11,37.29,16.06,43.74,31.57
1998-09-14,37.29,16.06,38.57,31.57
1998-09-15,37.29,16.06,36.58,31.57
1998-09-16,37.29,16.06,35.94,31.57
1998-09-17,37.29,16.06,39.23,31.57
1998-09-18,37.29,16.06,38.63,31.57
1998-09-21,37.29,16.06,38.58,31.57
1998-09-22,37.29,16.06,36.62,31.57
1998-09-23,37.29,16.06,32.47,31.57
1998-09-24,37.29,16.06,34.66,31.57
1998-09-25,37.29,16.06,34.55,31.57
1998-09-28,37.29,16.06,34.87,31.57
1998-09-29,37.29,16.06,36.08,31.57
1998-09-30,37.29,16.06,40.95,31.57
1998-10-01,37.29,16.06,43.48,31.57
1998-10-02,37.29,16.06,40.47,31.57
1998-10-05,37.29,16.06,42.81,31.57
1998-10-06,37.29,16.06,41.2,31.57
1998-10-07,37.29,16.06,43.51,31.57
1998-10-08,37.29,16.06,45.74,31.57
1998-10-09,37.29,16.06,42.2,31.57
1998-10-12,37.29,16.06,40.07,31.57
1998-10-13,37.29,16.06,40.23,31.57
1998-10-14,37.29,16.06,38.96,31.57
1998-10-15,37.29,16.06,33.34,31.57
1998-10-16,37.29,16.06,34.82,31.57
1998-10-19,37.29,16.06,33.13,31.57
1998-10-20,37.29,16.06,33.11,31.57
1998-10-21,37.29,16.06,33.21,31.57
1998-10-22,37.29,16.06,31.53,31.57
1998-10-23,37.29,16.06,32.27,31.57
1998-10-26,37.29,16.06,32.38,31.57
1998-10-27,37.29,16.06,32.95,31.57
1998-10-28,37.29,16.06,32.42,31.57
1998-10-29,37.29,16.06,29.5,31.57
1998-10-30,37.29,16.06,28.05,31.57
1998-11-02,37.29,16.06,27.26,31.57
1998-11-03,37.29,16.06,27.76,31.57
1998-11-04,37.29,16.06,27.37,31.57
1998-11-05,37.29,16.06,26.01,31.57
1998-11-06,37.29,16.06,25.7,31.57
1998-11-09,37.29,16.06,28.09,31.57
1998-11-10,37.29,16.06,28.17,31.57
1998-11-11,37.29,16.06,28.47,31.57
1998-11-12,37.29,16.06,29.28,31.57
1998-11-13,37.29,16.06,29.03,31.57
1998-11-16,37.29,16.06,28.9,31.57
1998-11-17,37.29,16.06,27.95,31.57
1998-11-18,37.29,16.06,27.13,31.57
1998-11-19,37.29,16.06,25.5,31.57
1998-11-20,37.29,16.06,22.47,31.57
1998-11-23,37.29,16.06,21.84,31.57
1998-11-24,37.29,16.06,23.28,31.57
1998-11-25,37.29,16.06,22.15,31.57
1998-11-27,37.29,16.06,22.09,31.57
1998-11-30,37.29,16.06,26.01,31.57
1998-12-01,37.29,16.06,24.97,31.57
1998-12-02,37.29,16.06,25.43,31.57
1998-12-03,37.29,16.06,28.7,31.57
1998-12-04,37.29,16.06,25.31,31.57
1998-12-07,37.29,16.06,24.9,31.57
1998-12-08,37.29,16.06,25.58,31.57
1998-12-09,37.29,16.06,25.66,31.57
1998-12-10,37.29,16.06,26.81,31.57
1998-12-11,37.29,16.06,27.72,31.57
1998-12-14,37.29,16.06,31.31,31.57
1998-12-15,37.29,16.06,29.42,31.57
1998-12-16,37.29,16.06,29.96,31.57
1998-12-17,37.29,16.06,27.96,31.57
1998-12-18,37.29,16.06,25.04,31.57
1998-12-21,37.29,16.06,23.86,31.57
1998-12-22,37.29,16.06,22.78,31.57
1998-12-23,37.29,16.06,20.21,31.57
1998-12-24,37.29,16.06,21.48,31.57
1998-12-28,37.29,16.06,23.5,31.57
1998-12-29,37.29,16.06,22.18,31.57
1998-12-30,37.29,16.06,23.34,31.57
1998-12-31,37.29,16.06,24.42,31.57
1999-01-04,37.29,16.06,26.17,31.57
1999-01-05,37.29,16.06,24.46,31.57
1999-01-06,37.29,16.06,23.34,31.57
1999-01-07,37.29,16.06,24.37,31.57
1999-01-08,37.29,16.06,23.28,31.57
1999-01-11,37.29,16.06,25.46,31.57
1999-01-12,37.29,16.06,28.1,31.57
1999-01-13,37.29,16.06,30.11,31.57
1999-01-14,37.29,16.06,32.98,31.57
1999-01-15,37.29,16.06,29.24,31.57
1999-01-19,37.29,16.06,29.24,31.57
1999-01-20,37.29,16.06,28.6,31.57
1999-01-21,37.29,16.06,30.92,31.57
1999-01-22,37.29,16.06,31.95,31.57
1999-01-25,37.29,16.06,31.13,31.57
1999-01-26,37.29,16.06,29.23,31.57
1999-01-27,37.29,16.06,29.73,31.57
1999-01-28,37.29,16.06,28.11,31.57
1999-01-29,37.29,16.06,26.25,31.57
1999-02-01,37.29,16.06,27.67,31.57
1999-02-02,37.29,16.06,28.16,31.57
1999-02-03,37.29,16.06,27.88,31.57
1999-02-04,37.29,16.06,29.48,31.57
1999-02-05,37.29,16.06,29.67,31.57
1999-02-08,37.29,16.06,30.27,31.57
1999-02-09,37.29,16.06,31.36,31.57
1999-02-10,37.29,16.06,30.45,31.57
1999-02-11,37.29,16.06,27.42,31.57
1999-02-12,37.29,16.06,29.76,31.57
1999-02-16,37.29,16.06,29.65,31.57
1999-02-17,37.29,16.06,30.65,31.57
1999-02-18,37.29,16.06,30.45,31.57
1999-02-19,37.29,16.06,29.3,31.57
1999-02-22,37.29,16.06,25.87,31.57
1999-02-23,37.29,16.06,26.49,31.57
1999-02-24,37.29,16.06,27.21,31.57
1999-02-25,37.29,16.06,28.01,31.57
1999-02-26,37.29,16.06,27.88,31.57
1999-03-01,37.29,16.06,28.37,31.57
1999-03-02,37.29,16.06,29.22,31.57
1999-03-03,37.29,16.06,29.04,31.57
1999-03-04,37.29,16.06,26.67,31.57
1999-03-05,37.29,16.06,24.08,31.57
1999-03-08,37.29,16.06,24.54,31.57
1999-03-09,37.29,16.06,25.02,31.57
1999-03-10,37.29,16.06,24.79,31.57
1999-03-11,37.29,16.06,24.37,31.57
1999-03-12,37.29,16.06,24.84,31.57
1999-03-15,37.29,16.06,25.24,31.57
1999-03-16,37.29,16.06,25.15,31.57
1999-03-17,37.29,16.06,25.57,31.57
1999-03-18,37.29,16.06,24.13,31.57
1999-03-19,37.29,16.06,24.32,31.57
1999-03-22,37.29,16.06,25.0,31.57
1999-03-23,37.29,16.06,27.27,31.57
1999-03-24,37.29,16.06,26.6,31.57
1999-03-25,37.29,16.06,24.33,31.57
1999-03-26,37.29,16.06,24.04,31.57
1999-03-29,37.29,16.06,23.54,31.57
1999-03-30,37.29,16.06,22.73,31.57
1999-03-31,37.29,16.06,23.26,31.57
1999-04-01,37.29,16.06,22.06,31.57
1999-04-05,37.29,16.06,22.19,31.57
1999-04-06,37.29,16.06,22.65,31.57
1999-04-07,37.29,16.06,22.81,31.57
1999-04-08,37.29,16.06,22.59,31.57
1999-04-09,37.29,16.06,21.77,31.57
1999-04-12,37.29,16.06,21.93,31.57
1999-04-13,37.29,16.06,22.73,31.57
1999-04-14,37.29,16.06,24.94,31.57
1999-04-15,37.29,16.06,23.93,31.57
1999-04-16,37.29,16.06,23.9,31.57
1999-04-19,37.29,16.06,26.42,31.57
1999-04-20,37.29,16.06,25.02,31.57
1999-04-21,37.29,16.06,23.31,31.57
1999-04-22,37.29,16.06,22.62,31.57
1999-04-23,37.29,16.06,22.76,31.57
1999-04-26,37.29,16.06,23.53,31.57
1999-04-27,37.29,16.06,23.36,31.57
1999-04-28,37.29,16.06,24.4,31.57
1999-04-29,37.29,16.06,25.06,31.57
1999-04-30,37.29,16.06,25.07,31.57
1999-05-03,37.29,16.06,24.15,31.57
1999-05-04,37.29,16.06,25.62,31.57
1999-05-05,37.29,16.06,25.19,31.57
1999-05-06,37.29,16.06,27.44,31.57
1999-05-07,37.29,16.06,25.36,31.57
1999-05-10,37.29,16.06,26.62,31.57
1999-05-11,37.29,16.06,25.62,31.57
1999-05-12,37.29,16.06,26.13,31.57
1999-05-13,37.29,16.06,25.02,31.57
1999-05-14,37.29,16.06,26.86,31.57
1999-05-17,37.29,16.06,27.28,31.57
1999-05-18,37.29,16.06,27.26,31.57
1999-05-19,37.29,16.06,25.08,31.57
1999-05-20,37.29,16.06,24.46,31.57
1999-05-21,37.29,16.06,24.4,31.57
1999-05-24,37.29,16.06,27.62,31.57
1999-05-25,37.29,16.06,28.9,31.57
1999-05-26,37.29,16.06,27.57,31.57
1999-05-27,37.29,16.06,28.12,31.57
1999-05-28,37.29,16.06,25.39,31.57
1999-06-01,37.29,16.06,26.62,31.57
1999-06-02,37.29,16.06,26.21,31.57
1999-06-03,37.29,16.06,26.2,31.57
1999-06-04,37.29,16.06,23.43,31.57
1999-06-07,37.29,16.06,23.78,31.57
1999-06-08,37.29,16.06,24.02,31.57
1999-06-09,37.29,16.06,23.9,31.57
1999-06-10,37.29,16.06,25.32,31.57
1999-06-11,37.29,16.06,25.9,31.57
1999-06-14,37.29,16.06,26.51,31.57
1999-06-15,37.29,16.06,25.91,31.57
1999-06-16,37.29,16.06,22.4,31.57
1999-06-17,37.29,16.06,21.95,31.57
1999-06-18,37.29,16.06,21.75,31.57
1999-06-21,37.29,16.06,21.81,31.57
1999-06-22,37.29,16.06,21.7,31.57
1999-06-23,37.29,16.06,21.32,31.57
1999-06-24,37.29,16.06,23.06,31.57
1999-06-25,37.29,16.06,21.76,31.57
1999-06-28,37.29,16.06,22.63,31.57
1999-06-29,37.29,16.06,22.51,31.57
1999-06-30,37.29,16.06,21.09,31.57
1999-07-01,37.29,16.06,19.69,31.57
1999-07-02,37.29,16.06,18.66,31.57
1999-07-06,37.29,16.06,20.73,31.57
1999-07-07,37.29,16.06,20.35,31.57
1999-07-08,37.29,16.06,20.24,31.57
1999-07-09,37.29,16.06,17.96,31.57
1999-07-12,37.29,16.06,19.73,31.57
1999-07-13,37.29,16.06,19.95,31.57
1999-07-14,37.29,16.06,19.71,31.57
1999-07-15,37.29,16.06,18.68,31.57
1999-07-16,37.29,16.06,17.42,31.57
1999-07-19,37.29,16.06,19.07,31.57
1999-07-20,37.29,16.06,21.79,31.57
1999-07-21,37.29,16.06,21.46,31.57
1999-07-22,37.29,16.06,23.05,31.57
1999-07-23,37.29,16.06,23.32,31.57
1999-07-26,37.29,16.06,24.98,31.57
1999-07-27,37.29,16.06,23.23,31.57
1999-07-28,37.29,16.06,22.85,31.57
1999-07-29,37.29,16.06,24.52,31.57
1999-07-30,37.29,16.06,24.64,31.57
1999-08-02,37.29,16.06,25.59,31.57
1999-08-03,37.29,16.06,26.27,31.57
1999-08-04,37.29,16.06,27.4,31.57
1999-08-05,37.29,16.06,27.01,31.57
1999-08-06,37.29,16.06,26.6,31.57
1999-08-09,37.29,16.06,27.66,31.57
1999-08-10,37.29,16.06,28.45,31.57
1999-08-11,37.29,16.06,25.39,31.57
1999-08-12,37.29,16.06,25.03,31.57
1999-08-13,37.29,16.06,22.31,31.57
1999-08-16,37.29,16.06,23.07,31.57
1999-08-17,37.29,16.06,21.67,31.57
1999-08-18,37.29,16.06,23.3,31.57
1999-08-19,37.29,16.06,24.39,31.57
1999-08-20,37.29,16.06,22.95,31.57
1999-08-23,37.29,16.06,22.55,31.57
1999-08-24,37.29,16.06,22.4,31.57
1999-08-25,37.29,16.06,20.96,31.57
1999-08-26,37.29,16.06,21.21,31.57
1999-08-27,37.29,16.06,21.83,31.57
1999-08-30,37.29,16.06,24.63,31.57
1999-08-31,37.29,16.06,24.45,31.57
1999-09-01,37.29,16.06,22.93,31.57
1999-09-02,37.29,16.06,24.53,31.57
1999-09-03,37.29,16.06,20.98,31.57
1999-09-07,37.29,16.06,23.44,31.57
1999-09-08,37.29,16.06,23.82,31.57
1999-09-09,37.29,16.06,23.01,31.57
1999-09-10,37.29,16.06,22.03,31.57
1999-09-13,37.29,16.06,22.89,31.57
1999-09-14,37.29,16.06,23.77,31.57
1999-09-15,37.29,16.06,24.56,31.57
1999-09-16,37.29,16.06,25.25,31.57
1999-09-17,37.29,16.06,23.3,31.57
1999-09-20,37.29,16.06,24.03,31.57
1999-09-21,37.29,16.06,25.65,31.57
1999-09-22,37.29,16.06,25.19,31.57
1999-09-23,37.29,16.06,27.84,31.57
1999-09-24,37.29,16.06,27.79,31.57
1999-09-27,37.29,16.06,26.4,31.57
1999-09-28,37.29,16.06,26.06,31.57
1999-09-29,37.29,16.06,26.49,31.57
1999-09-30,37.29,16.06,25.41,31.57
1999-10-01,37.29,16.06,24.93,31.57
1999-10-04,37.29,16.06,24.46,31.57
1999-10-05,37.29,16.06,24.79,31.57
1999-10-06,37.29,16.06,22.06,31.57
1999-10-07,37.29,16.06,23.58,31.57
1999-10-08,37.29,16.06,20.49,31.57
1999-10-11,37.29,16.06,20.63,31.57
1999-10-12,37.29,16.06,22.84,31.57
1999-10-13,37.29,16.06,25.96,31.57
1999-10-14,37.29,16.06,26.05,31.57
1999-10-15,37.29,16.06,28.75,31.57
1999-10-18,37.29,16.06,28.19,31.57
1999-10-19,37.29,16.06,26.56,31.57
1999-10-20,37.29,16.06,23.9,31.57
1999-10-21,37.29,16.06,24.02,31.57
1999-10-22,37.29,16.06,21.64,31.57
1999-10-25,37.29,16.06,23.6,31.57
1999-10-26,37.29,16.06,24.26,31.57
1999-10-27,37.29,16.06,24.2,31.57
1999-10-28,37.29,16.06,21.34,31.57
1999-10-29,37.29,16.06,22.2,31.57
1999-11-01,37.29,16.06,22.09,31.57
1999-11-02,37.29,16.06,23.1,31.57
1999-11-03,37.29,16.06,23.16,31.57
1999-11-04,37.29,16.06,23.0,31.57
1999-11-05,37.29,16.06,21.66,31.57
1999-11-08,37.29,16.06,21.87,31.57
1999-11-09,37.29,16.06,22.7,31.57
1999-11-10,37.29,16.06,22.26,31.57
1999-11-11,37.29,16.06,22.07,31.57
1999-11-12,37.29,16.06,21.65,31.57
1999-11-15,37.29,16.06,22.74,31.57
1999-11-16,37.29,16.06,20.73,31.57
1999-11-17,37.29,16.06,20.96,31.57
1999-11-18,37.29,16.06,19.76,31.57
1999-11-19,37.29,16.06,19.11,31.57
1999-11-22,37.29,16.06,19.98,31.57
1999-11-23,37.29,16.06,21.0,31.57
1999-11-24,37.29,16.06,20.26,31.57
1999-11-26,37.29,16.06,22.33,31.57
1999-11-29,37.29,16.06,23.57,31.57
1999-11-30,37.29,16.06,24.18,31.57
1999-12-01,37.29,16.06,22.23,31.57
1999-12-02,37.29,16.06,21.77,31.57
1999-12-03,37.29,16.06,19.32,31.57
1999-12-06,37.29,16.06,20.58,31.57
1999-12-07,37.29,16.06,21.09,31.57
1999-12-08,37.29,16.06,21.25,31.57
1999-12-09,37.29,16.06,21.19,31.57
1999-12-10,37.29,16.06,21.48,31.57
1999-12-13,37.29,16.06,21.72,31.57
1999-12-14,37.29,16.06,23.06,31.57
1999-12-15,37.29,16.06,22.03,31.57
1999-12-16,37.29,16.06,21.91,31.57
1999-12-17,37.29,16.06,21.35,31.57
1999-12-20,37.29,16.06,23.78,31.57
1999-12-21,37.29,16.06,22.66,31.57
1999-12-22,37.29,16.06,22.43,31.57
1999-12-23,37.29,16.06,21.12,31.57
1999-12-27,37.29,16.06,23.07,31.57
1999-12-28,37.29,16.06,22.97,31.57
1999-12-29,37.29,16.06,23.09,31.57
1999-12-30,37.29,16.06,24.76,31.57
2000-01-03,37.29,16.06,24.21,31.57
2000-01-04,37.29,16.06,27.01,31.57
2000-01-05,37.29,16.06,26.41,31.57
2000-01-06,37.29,16.06,25.73,31.57
2000-01-07,37.29,16.06,21.72,31.57
2000-01-10,37.29,16.06,21.71,31.57
2000-01-11,37.29,16.06,22.5,31.57
2000-01-12,37.29,16.06,22.84,31.57
2000-01-13,37.29,16.06,21.71,31.57
2000-01-14,37.29,16.06,19.66,31.57
2000-01-18,37.29,16.06,21.5,31.57
2000-01-19,37.29,16.06,21.72,31.57
2000-01-20,37.29,16.06,21.75,31.57
2000-01-21,37.29,16.06,20.82,31.57
2000-01-24,37.29,16.06,24.07,31.57
2000-01-25,37.29,16.06,23.02,31.57
2000-01-26,37.29,16.06,23.03,31.57
2000-01-27,37.29,16.06,23.54,31.57
2000-01-28,37.29,16.06,26.14,31.57
2000-01-31,37.29,16.06,24.95,31.57
2000-02-01,37.29,16.06,23.45,31.57
2000-02-02,37.29,16.06,23.12,31.57
2000-02-03,37.29,16.06,22.01,31.57
2000-02-04,37.29,16.06,21.54,31.57
2000-02-07,37.29,16.06,22.79,31.57
2000-02-08,37.29,16.06,21.25,31.57
2000-02-09,37.29,16.06,22.9,31.57
2000-02-10,37.29,16.06,23.07,31.57
2000-02-11,37.29,16.06,24.42,31.57
2000-02-14,37.29,16.06,24.38,31.57
2000-02-15,37.29,16.06,22.92,31.57
2000-02-16,37.29,16.06,23.51,31.57
2000-02-17,37.29,16.06,23.17,31.57
2000-02-18,37.29,16.06,26.0,31.57
2000-02-22,37.29,16.06,25.86,31.57
2000-02-23,37.29,16.06,23.89,31.57
2000-02-24,37.29,16.06,24.38,31.57
2000-02-25,37.29,16.06,25.2,31.57
2000-02-28,37.29,16.06,24.68,31.57
2000-02-29,37.29,16.06,23.37,31.57
2000-03-01,37.29,16.06,21.64,31.57
2000-03-02,37.29,16.06,21.06,31.57
2000-03-03,37.29,16.06,19.21,31.57
2000-03-06,37.29,16.06,21.5,31.57
2000-03-07,37.29,16.06,24.31,31.57
2000-03-08,37.29,16.06,23.82,31.57
2000-03-09,37.29,16.06,22.21,31.57
2000-03-10,37.29,16.06,21.24,31.57
2000-03-13,37.29,16.06,22.85,31.57
2000-03-14,37.29,16.06,24.41,31.57
2000-03-15,37.29,16.06,22.34,31.57
2000-03-16,37.29,16.06,20.77,31.57
2000-03-17,37.29,16.06,22.37,31.57
